Order_ID,Order_Date,Vendor_ID,Product_ID,Quantity,Unit_Price,Amount
PO119626,2022-04-29,V1014,P2011,16,66.09,1057.41
PO110761,2022-04-29,V1002,P2007,56,101.39,5677.74
PO106204,2022-04-29,V1000,P2012,12,69.09,829.1
PO112466,2022-04-29,V1012,P2012,32,68.83,2202.43
PO103791,2022-04-29,V1012,P2003,57,367.61,20953.72
PO103464,2022-04-30,V1029,P2007,46,101.74,4679.97
PO117015,2022-04-30,V1026,P2011,105,67.11,7046.36
PO107188,2022-04-30,V1001,P2033,32,1168.99,37407.63
PO107375,2022-04-30,V1022,P2020,96,19.62,1883.22
PO121405,2022-04-30,V1007,P2001,42,120.43,5058.27
PO121282,2022-04-30,V1027,P2011,14,61.7,863.79
PO101956,2022-04-30,V1006,P2007,25,105.04,2626.09
PO120215,2022-04-30,V1025,P2001,36,132.25,4760.86
PO104494,2022-04-30,V1023,P2033,32,1232.97,39455.05
PO118735,2022-04-30,V1016,P2029,47,351.53,16521.9
PO107620,2022-04-30,V1019,P2001,52,131.8,6853.78
PO104640,2022-04-30,V1021,P2001,38,118.84,4515.89
PO101471,2022-04-30,V1000,P2025,17,176.51,3000.69
PO117271,2022-04-30,V1000,P2011,21,60.67,1274.01
PO115791,2022-04-30,V1001,P2034,37,874.45,32354.63
PO112222,2022-04-30,V1018,P2030,20,96.95,1938.92
PO109383,2022-04-30,V1009,P2011,49,64.31,3151.2
PO107935,2022-05-01,V1000,P2001,52,125.09,6504.86
PO105476,2022-05-01,V1028,P2011,16,66.73,1067.7
PO105700,2022-05-01,V1010,P2033,29,1263.01,36627.36
PO104853,2022-05-01,V1009,P2001,62,115.5,7160.87
PO121481,2022-05-01,V1019,P2011,55,65.39,3596.35
PO113795,2022-05-01,V1024,P2000,11,278.47,3063.16
PO112472,2022-05-01,V1004,P2034,78,858.31,66947.99
PO107989,2022-05-01,V1001,P2011,30,59.81,1794.38
PO108971,2022-05-01,V1012,P2024,12,61.7,740.38
PO114482,2022-05-01,V1018,P2011,13,69.85,908.09
PO113288,2022-05-01,V1001,P2028,12,167.03,2004.37
PO115664,2022-05-01,V1029,P2033,11,1130.25,12432.74
PO107387,2022-05-01,V1000,P2017,27,1264.21,34133.74
PO107736,2022-05-01,V1015,P2011,44,61.07,2686.91
PO101453,2022-05-01,V1005,P2034,30,988.26,29647.92
PO111694,2022-05-01,V1022,P2001,37,122.87,4546.09
PO121217,2022-05-01,V1024,P2001,30,118.66,3559.7
PO110926,2022-05-01,V1028,P2007,14,118.1,1653.45
PO118252,2022-05-01,V1023,P2032,23,109.23,2512.18
PO113446,2022-05-01,V1024,P2001,13,122.11,1587.43
PO116349,2022-05-02,V1014,P2028,48,170.52,8184.76
PO102258,2022-05-02,V1001,P2001,14,128.69,1801.69
PO107826,2022-05-02,V1009,P2034,23,998.34,22961.77
PO100857,2022-05-02,V1000,P2033,48,1127.93,54140.47
PO101311,2022-05-02,V1015,P2015,51,1248.13,63654.65
PO114838,2022-05-02,V1005,P2011,76,63.6,4833.71
PO111896,2022-05-02,V1007,P2024,9,65.25,587.28
PO108312,2022-05-02,V1025,P2033,14,1168.33,16356.62
PO109640,2022-05-02,V1008,P2021,22,34.8,765.52
PO114934,2022-05-02,V1007,P2025,16,174.87,2797.88
PO100507,2022-05-02,V1004,P2011,45,69.76,3139.1
PO105275,2022-05-02,V1012,P2025,31,164.83,5109.63
PO120956,2022-05-02,V1000,P2030,23,91.91,2113.82
PO105436,2022-05-02,V1000,P2007,24,102.63,2463.12
PO100112,2022-05-02,V1028,P2002,40,575.93,23037.36
PO106011,2022-05-02,V1028,P2011,36,61.25,2204.83
PO100609,2022-05-02,V1000,P2027,17,223.12,3793.1
PO115086,2022-05-02,V1025,P2011,57,66.32,3780.32
PO115756,2022-05-02,V1025,P2011,21,62.26,1307.47
PO123139,2022-05-02,V1008,P2034,5,869.12,4345.59
PO101268,2022-05-02,V1012,P2033,99,1210.03,119793.04
PO114107,2022-05-02,V1017,P2017,24,1313.41,31521.89
PO109988,2022-05-02,V1000,P2023,5,55.04,275.21
PO108729,2022-05-02,V1000,P2033,29,1257.84,36477.32
PO104954,2022-05-03,V1023,P2011,46,67.99,3127.41
PO116222,2022-05-03,V1002,P2034,8,992.42,7939.36
PO101995,2022-05-03,V1019,P2007,25,114.86,2871.43
PO116865,2022-05-03,V1000,P2033,44,1111.37,48900.1
PO105258,2022-05-03,V1000,P2016,19,1352.46,25696.65
PO112629,2022-05-03,V1018,P2017,31,1403.17,43498.12
PO118882,2022-05-03,V1000,P2034,81,892.2,72268.59
PO120394,2022-05-03,V1010,P2003,46,375.86,17289.56
PO120907,2022-05-03,V1001,P2033,11,1245.76,13703.35
PO104026,2022-05-03,V1004,P2016,29,1334.54,38701.79
PO105803,2022-05-03,V1001,P2025,29,173.68,5036.78
PO113744,2022-05-03,V1018,P2001,12,121.07,1452.89
PO110232,2022-05-03,V1000,P2023,108,57.07,6163.5
PO113910,2022-05-03,V1013,P2001,35,122.97,4303.91
PO103032,2022-05-03,V1001,P2013,11,290.63,3196.98
PO106134,2022-05-03,V1001,P2001,30,131.98,3959.53
PO112662,2022-05-03,V1028,P2008,25,37.23,930.71
PO108229,2022-05-03,V1027,P2020,23,21.36,491.28
PO102721,2022-05-04,V1023,P2030,52,93.79,4877.03
PO114908,2022-05-04,V1010,P2007,48,105.53,5065.5
PO101904,2022-05-04,V1026,P2023,23,57.14,1314.16
PO120778,2022-05-04,V1011,P2035,31,235.87,7312.02
PO122773,2022-05-04,V1017,P2029,32,337.95,10814.49
PO107457,2022-05-04,V1002,P2007,32,112.45,3598.44
PO120082,2022-05-04,V1029,P2011,28,61.34,1717.45
PO101057,2022-05-04,V1002,P2018,40,842.25,33689.85
PO119231,2022-05-04,V1001,P2022,42,13.77,578.24
PO115872,2022-05-04,V1002,P2007,128,109.89,14065.7
PO118925,2022-05-04,V1028,P2021,37,34.62,1280.83
PO102374,2022-05-04,V1000,P2033,48,1270.09,60964.13
PO101101,2022-05-04,V1004,P2001,41,128.6,5272.54
PO100836,2022-05-04,V1016,P2030,27,100.1,2702.81
PO103732,2022-05-04,V1001,P2012,25,62.84,1570.91
PO118626,2022-05-04,V1021,P2021,35,35.51,1242.84
PO103943,2022-05-04,V1029,P2035,52,256.63,13344.93
PO103311,2022-05-04,V1020,P2013,20,283.7,5673.95
PO101675,2022-05-04,V1010,P2028,24,178.72,4289.36
PO120666,2022-05-05,V1001,P2011,42,65.66,2757.65
PO119802,2022-05-05,V1013,P2002,61,552.49,33702.16
PO111349,2022-05-05,V1000,P2034,73,870.57,63551.38
PO109947,2022-05-05,V1000,P2002,50,561.04,28051.84
PO110151,2022-05-05,V1001,P2033,16,1216.45,19463.19
PO105478,2022-05-05,V1001,P2011,46,62.59,2879.29
PO101953,2022-05-05,V1024,P2011,13,64.96,844.53
PO123068,2022-05-05,V1000,P2034,83,906.66,75252.49
PO121677,2022-05-05,V1028,P2034,15,925.08,13876.14
PO102680,2022-05-05,V1023,P2001,35,126.14,4415.03
PO118579,2022-05-05,V1022,P2007,190,110.9,21070.61
PO107853,2022-05-05,V1001,P2001,101,117.45,11862.46
PO119609,2022-05-05,V1004,P2033,32,1222.1,39107.25
PO103099,2022-05-05,V1006,P2025,63,181.22,11417.15
PO102118,2022-05-05,V1004,P2011,49,65.58,3213.53
PO116289,2022-05-05,V1000,P2006,28,70.47,1973.02
PO116361,2022-05-05,V1000,P2011,41,67.47,2766.4
PO103647,2022-05-06,V1022,P2011,15,69.23,1038.44
PO104418,2022-05-06,V1002,P2002,15,547.61,8214.11
PO104426,2022-05-06,V1007,P2007,39,105.39,4110.33
PO119754,2022-05-06,V1020,P2033,12,1253.01,15036.13
PO121392,2022-05-06,V1000,P2015,40,1132.19,45287.71
PO115175,2022-05-06,V1025,P2016,65,1487.09,96660.96
PO113279,2022-05-06,V1001,P2028,58,166.64,9665.35
PO110034,2022-05-06,V1029,P2013,54,317.91,17166.95
PO112540,2022-05-06,V1002,P2035,22,235.25,5175.41
PO112317,2022-05-06,V1000,P2033,47,1211.11,56922.31
PO111622,2022-05-06,V1004,P2011,27,59.73,1612.65
PO122272,2022-05-06,V1021,P2022,33,15.13,499.17
PO105310,2022-05-06,V1029,P2028,73,193.33,14113.15
PO106351,2022-05-07,V1013,P2033,24,1268.05,30433.22
PO121433,2022-05-07,V1023,P2011,10,63.25,632.46
PO118744,2022-05-07,V1019,P2001,44,118.51,5214.49
PO113712,2022-05-07,V1025,P2001,34,131.2,4460.66
PO119855,2022-05-07,V1000,P2034,25,999.61,24990.34
PO114406,2022-05-07,V1001,P2001,4,113.68,454.72
PO110157,2022-05-07,V1000,P2018,25,922.94,23073.58
PO112029,2022-05-07,V1000,P2012,32,69.83,2234.5
PO107032,2022-05-07,V1024,P2009,63,84.91,5349.4
PO121424,2022-05-07,V1016,P2034,26,934.71,24302.36
PO100903,2022-05-07,V1014,P2034,33,905.14,29869.63
PO122713,2022-05-07,V1001,P2017,25,1442.11,36052.76
PO107684,2022-05-07,V1001,P2034,34,869.89,29576.17
PO118405,2022-05-07,V1001,P2011,32,66.98,2143.34
PO101928,2022-05-07,V1009,P2001,42,130.51,5481.59
PO117805,2022-05-07,V1008,P2035,41,236.49,9695.94
PO108757,2022-05-07,V1023,P2011,90,68.15,6133.37
PO116644,2022-05-08,V1021,P2033,10,1121.75,11217.5
PO106832,2022-05-08,V1000,P2011,37,62.7,2320.01
PO111208,2022-05-08,V1000,P2034,6,871.06,5226.35
PO105025,2022-05-08,V1013,P2011,2,68.02,136.05
PO108699,2022-05-08,V1003,P2030,18,90.26,1624.65
PO107571,2022-05-08,V1000,P2030,19,92.28,1753.29
PO113078,2022-05-08,V1001,P2012,57,68.64,3912.59
PO109522,2022-05-08,V1001,P2001,20,114.46,2289.12
PO107096,2022-05-08,V1006,P2011,87,69.41,6038.78
PO105953,2022-05-08,V1003,P2033,36,1106.27,39825.87
PO110038,2022-05-08,V1001,P2034,30,911.72,27351.72
PO109590,2022-05-08,V1013,P2034,36,908.13,32692.62
PO113356,2022-05-08,V1004,P2001,29,130.6,3787.41
PO101580,2022-05-08,V1022,P2034,52,1003.97,52206.4
PO107862,2022-05-08,V1001,P2001,18,117.48,2114.65
PO103553,2022-05-08,V1011,P2001,16,131.39,2102.19
PO115844,2022-05-08,V1021,P2033,25,1273.11,31827.82
PO108632,2022-05-08,V1026,P2034,58,995.11,57716.13
PO103291,2022-05-09,V1015,P2003,38,350.32,13312.08
PO117265,2022-05-09,V1003,P2033,56,1090.96,61093.71
PO118209,2022-05-09,V1009,P2034,37,941.75,34844.58
PO109800,2022-05-09,V1014,P2033,65,1109.02,72086.15
PO117675,2022-05-09,V1028,P2011,80,61.5,4920.03
PO105490,2022-05-09,V1018,P2008,66,33.59,2217.05
PO107727,2022-05-09,V1000,P2033,51,1159.81,59150.35
PO117877,2022-05-09,V1009,P2003,19,379.41,7208.86
PO111493,2022-05-09,V1001,P2007,28,111.3,3116.45
PO112513,2022-05-09,V1002,P2002,31,598.21,18544.58
PO115462,2022-05-09,V1007,P2001,18,113.48,2042.58
PO108620,2022-05-09,V1025,P2025,23,181.92,4184.06
PO122121,2022-05-09,V1011,P2017,24,1352.88,32469.18
PO122710,2022-05-10,V1003,P2007,15,116.75,1751.18
PO115532,2022-05-10,V1021,P2033,53,1261.48,66858.27
PO107071,2022-05-10,V1026,P2001,17,126.46,2149.88
PO106964,2022-05-10,V1000,P2011,47,65.98,3101.25
PO119023,2022-05-10,V1005,P2033,32,1271.44,40686.17
PO111197,2022-05-10,V1003,P2002,11,594.77,6542.43
PO120204,2022-05-10,V1024,P2033,36,1123.5,40446.01
PO109345,2022-05-10,V1001,P2009,12,75.65,907.84
PO115830,2022-05-10,V1009,P2009,25,87.29,2182.14
PO102977,2022-05-10,V1001,P2035,18,264.62,4763.23
PO109721,2022-05-10,V1022,P2033,44,1110.49,48861.69
PO103300,2022-05-10,V1012,P2012,53,68.85,3649.15
PO116004,2022-05-10,V1000,P2011,14,60.91,852.77
PO108888,2022-05-10,V1000,P2028,25,173.42,4335.43
PO109238,2022-05-10,V1019,P2011,37,66.14,2447.26
PO114853,2022-05-11,V1009,P2034,58,902.86,52365.73
PO101740,2022-05-11,V1006,P2033,22,1110.23,24425.13
PO114704,2022-05-11,V1004,P2035,17,270.55,4599.42
PO109672,2022-05-11,V1000,P2011,47,66.51,3125.82
PO106807,2022-05-11,V1000,P2018,15,883.75,13256.25
PO102635,2022-05-11,V1003,P2004,3,146.58,439.75
PO100152,2022-05-11,V1000,P2030,9,101.48,913.34
PO117422,2022-05-11,V1008,P2015,39,1093.3,42638.62
PO113420,2022-05-11,V1019,P2025,33,171.9,5672.68
PO103627,2022-05-11,V1000,P2034,65,955.17,62085.82
PO110567,2022-05-11,V1002,P2034,15,945.68,14185.17
PO106388,2022-05-11,V1009,P2011,39,69.49,2710.28
PO106046,2022-05-11,V1007,P2033,17,1228.83,20890.15
PO105633,2022-05-11,V1017,P2025,84,169.63,14249.1
PO112872,2022-05-11,V1000,P2033,35,1114.9,39021.34
PO102868,2022-05-11,V1002,P2014,15,1531.74,22976.13
PO109228,2022-05-11,V1014,P2035,22,235.34,5177.44
PO121720,2022-05-11,V1010,P2012,43,67.14,2887.1
PO111123,2022-05-11,V1001,P2014,49,1517.76,74370.2
PO105718,2022-05-11,V1000,P2032,34,103.95,3534.14
PO115891,2022-05-11,V1000,P2023,25,51.37,1284.37
PO117513,2022-05-11,V1018,P2011,14,68.16,954.27
PO113942,2022-05-11,V1000,P2034,9,860.44,7743.92
PO107180,2022-05-11,V1000,P2001,42,113.44,4764.4
PO108571,2022-05-11,V1000,P2033,28,1256.29,35176.0
PO101046,2022-05-11,V1000,P2011,60,66.32,3979.4
PO113183,2022-05-11,V1025,P2002,28,535.2,14985.57
PO109151,2022-05-12,V1013,P2025,38,186.68,7093.83
PO119083,2022-05-12,V1003,P2009,14,86.42,1209.84
PO110372,2022-05-12,V1000,P2011,24,59.86,1436.66
PO109315,2022-05-12,V1000,P2008,166,36.18,6006.53
PO117730,2022-05-12,V1016,P2034,20,927.57,18551.47
PO110172,2022-05-12,V1002,P2030,78,101.5,7917.13
PO118277,2022-05-12,V1000,P2007,16,109.8,1756.81
PO119377,2022-05-12,V1009,P2001,23,117.82,2709.88
PO113332,2022-05-12,V1001,P2011,46,67.62,3110.48
PO122547,2022-05-12,V1020,P2034,24,864.06,20737.39
PO112588,2022-05-12,V1001,P2035,13,241.55,3140.18
PO105665,2022-05-12,V1001,P2001,47,132.08,6207.89
PO115058,2022-05-12,V1000,P2002,28,583.68,16343.13
PO103851,2022-05-12,V1015,P2011,5,64.07,320.33
PO112040,2022-05-13,V1011,P2024,14,63.99,895.92
PO102993,2022-05-13,V1002,P2024,49,61.29,3003.04
PO121363,2022-05-13,V1000,P2004,62,134.34,8329.2
PO116855,2022-05-13,V1025,P2001,15,125.77,1886.57
PO105392,2022-05-13,V1001,P2033,36,1247.58,44912.77
PO107140,2022-05-13,V1000,P2034,61,1004.62,61281.83
PO102608,2022-05-13,V1006,P2034,30,881.87,26456.1
PO112356,2022-05-13,V1007,P2025,20,171.81,3436.23
PO101072,2022-05-13,V1002,P2028,13,185.83,2415.75
PO118278,2022-05-13,V1013,P2026,30,521.4,15641.92
PO106572,2022-05-13,V1025,P2001,17,113.69,1932.73
PO115492,2022-05-13,V1006,P2030,22,95.29,2096.28
PO110998,2022-05-13,V1016,P2001,16,132.96,2127.4
PO115685,2022-05-13,V1009,P2033,19,1201.27,22824.21
PO117737,2022-05-13,V1000,P2001,3,122.28,366.83
PO111156,2022-05-13,V1000,P2033,52,1119.31,58203.87
PO116790,2022-05-14,V1020,P2004,34,133.8,4549.14
PO103933,2022-05-14,V1021,P2012,22,69.66,1532.49
PO103450,2022-05-14,V1028,P2032,54,106.24,5737.1
PO107380,2022-05-14,V1020,P2011,40,67.1,2683.82
PO115265,2022-05-14,V1023,P2011,59,66.2,3905.66
PO107273,2022-05-14,V1002,P2015,17,1206.24,20506.09
PO107265,2022-05-14,V1015,P2025,27,167.03,4509.92
PO115998,2022-05-14,V1001,P2001,60,132.29,7937.55
PO105528,2022-05-14,V1010,P2034,22,906.55,19944.18
PO106356,2022-05-14,V1000,P2034,33,902.16,29771.13
PO120962,2022-05-14,V1000,P2003,52,386.3,20087.81
PO109061,2022-05-14,V1016,P2007,54,106.27,5738.34
PO100839,2022-05-14,V1019,P2023,31,49.93,1547.76
PO120369,2022-05-14,V1023,P2012,42,71.14,2987.86
PO107969,2022-05-14,V1000,P2034,57,999.12,56950.08
PO108501,2022-05-14,V1018,P2000,48,284.92,13676.19
PO102980,2022-05-14,V1019,P2001,45,127.1,5719.53
PO105696,2022-05-14,V1000,P2024,33,61.31,2023.3
PO106471,2022-05-14,V1017,P2001,47,123.64,5811.17
PO117282,2022-05-14,V1021,P2008,71,35.92,2550.21
PO106391,2022-05-14,V1017,P2034,14,926.0,12964.03
PO112331,2022-05-15,V1011,P2034,89,876.91,78044.69
PO109683,2022-05-15,V1002,P2011,42,65.74,2760.87
PO100566,2022-05-15,V1000,P2006,19,74.1,1407.85
PO117302,2022-05-15,V1003,P2008,65,32.03,2081.71
PO119081,2022-05-15,V1002,P2012,3,67.69,203.08
PO104527,2022-05-15,V1009,P2034,16,890.75,14251.99
PO100854,2022-05-15,V1000,P2007,24,110.95,2662.75
PO119439,2022-05-15,V1024,P2028,44,168.67,7421.42
PO117846,2022-05-15,V1002,P2022,6,14.48,86.88
PO119858,2022-05-15,V1013,P2011,7,64.21,449.44
PO101188,2022-05-15,V1019,P2025,33,172.0,5676.16
PO106368,2022-05-15,V1000,P2018,70,893.98,62578.7
PO112054,2022-05-15,V1010,P2002,42,589.5,24759.09
PO106241,2022-05-15,V1000,P2034,45,859.22,38665.04
PO104458,2022-05-15,V1001,P2012,30,64.82,1944.51
PO103072,2022-05-15,V1010,P2025,22,186.93,4112.57
PO114636,2022-05-15,V1027,P2011,44,61.16,2691.13
PO115066,2022-05-15,V1024,P2025,37,169.95,6288.1
PO110334,2022-05-15,V1008,P2011,49,64.4,3155.45
PO122021,2022-05-15,V1029,P2034,75,954.7,71602.61
PO117741,2022-05-15,V1000,P2001,33,124.09,4095.09
PO119652,2022-05-15,V1001,P2031,45,914.66,41159.88
PO116612,2022-05-15,V1008,P2035,25,249.04,6225.9
PO103295,2022-05-15,V1028,P2035,12,260.85,3130.18
PO116354,2022-05-15,V1008,P2007,56,112.58,6304.63
PO107830,2022-05-15,V1027,P2017,11,1250.25,13752.77
PO102378,2022-05-16,V1000,P2033,45,1138.61,51237.27
PO107082,2022-05-16,V1020,P2001,41,120.29,4932.04
PO101340,2022-05-16,V1002,P2011,29,68.7,1992.26
PO113447,2022-05-16,V1000,P2033,64,1268.27,81169.26
PO108390,2022-05-16,V1000,P2011,14,68.09,953.32
PO117949,2022-05-16,V1000,P2034,11,938.63,10324.97
PO101864,2022-05-16,V1023,P2018,60,975.54,58532.63
PO108368,2022-05-16,V1025,P2033,38,1222.61,46459.14
PO108508,2022-05-16,V1011,P2033,51,1139.85,58132.41
PO106042,2022-05-16,V1000,P2011,16,66.25,1059.98
PO117257,2022-05-16,V1014,P2034,30,926.06,27781.74
PO111572,2022-05-16,V1011,P2012,14,62.81,879.32
PO112538,2022-05-16,V1004,P2018,63,869.49,54777.89
PO115540,2022-05-16,V1001,P2011,96,64.38,6180.21
PO113157,2022-05-16,V1014,P2001,27,131.97,3563.28
PO109875,2022-05-16,V1010,P2001,20,113.59,2271.79
PO102545,2022-05-16,V1026,P2028,12,171.23,2054.79
PO117255,2022-05-16,V1026,P2034,73,857.46,62594.54
PO105714,2022-05-16,V1007,P2035,24,240.96,5783.06
PO111611,2022-05-17,V1011,P2001,15,128.79,1931.8
PO102524,2022-05-17,V1000,P2033,32,1259.29,40297.42
PO103274,2022-05-17,V1003,P2030,51,92.79,4732.27
PO108239,2022-05-17,V1001,P2011,42,66.47,2791.84
PO121077,2022-05-17,V1004,P2007,35,102.29,3580.04
PO100799,2022-05-17,V1003,P2011,55,61.42,3378.2
PO117518,2022-05-17,V1000,P2021,77,36.23,2789.92
PO106505,2022-05-17,V1000,P2020,33,19.68,649.49
PO117097,2022-05-17,V1005,P2011,51,66.54,3393.72
PO111426,2022-05-17,V1024,P2027,28,234.42,6563.62
PO103959,2022-05-17,V1011,P2034,55,895.86,49272.15
PO120280,2022-05-17,V1009,P2034,13,874.53,11368.89
PO119121,2022-05-17,V1011,P2001,6,117.19,703.13
PO112157,2022-05-17,V1003,P2034,32,886.81,28377.8
PO103001,2022-05-17,V1017,P2033,9,1272.66,11453.97
PO104608,2022-05-17,V1000,P2034,54,986.9,53292.57
PO119759,2022-05-17,V1010,P2007,27,115.97,3131.32
PO119824,2022-05-17,V1002,P2034,7,882.13,6174.88
PO107964,2022-05-17,V1022,P2012,71,65.34,4638.92
PO100237,2022-05-17,V1020,P2033,33,1189.76,39262.04
PO109098,2022-05-17,V1017,P2034,32,977.6,31283.2
PO109096,2022-05-17,V1008,P2007,49,106.02,5194.92
PO116515,2022-05-17,V1012,P2012,14,69.54,973.58
PO112767,2022-05-17,V1004,P2007,3,114.29,342.86
PO121562,2022-05-17,V1019,P2011,11,68.25,750.79
PO103048,2022-05-17,V1000,P2015,13,1199.6,15594.79
PO103839,2022-05-18,V1017,P2001,21,123.64,2596.48
PO104058,2022-05-18,V1020,P2012,33,66.94,2208.96
PO120873,2022-05-18,V1026,P2001,30,123.27,3698.06
PO119333,2022-05-18,V1017,P2034,29,936.33,27153.54
PO116557,2022-05-18,V1023,P2033,21,1162.16,24405.31
PO115177,2022-05-18,V1022,P2034,20,961.8,19236.09
PO112829,2022-05-18,V1011,P2034,45,901.18,40553.1
PO101932,2022-05-18,V1009,P2011,31,66.54,2062.71
PO113668,2022-05-18,V1028,P2007,68,111.12,7556.38
PO100863,2022-05-18,V1000,P2011,30,66.92,2007.51
PO114165,2022-05-18,V1027,P2035,20,236.84,4736.81
PO117933,2022-05-18,V1010,P2034,19,935.38,17772.3
PO106523,2022-05-18,V1025,P2024,4,65.77,263.07
PO123120,2022-05-18,V1002,P2001,22,116.47,2562.31
PO120320,2022-05-18,V1021,P2022,21,13.56,284.73
PO103902,2022-05-18,V1001,P2035,53,252.15,13364.06
PO114280,2022-05-18,V1002,P2006,88,77.17,6791.34
PO100920,2022-05-18,V1006,P2009,18,82.88,1491.84
PO103289,2022-05-18,V1012,P2011,15,62.3,934.56
PO109645,2022-05-18,V1025,P2016,22,1466.17,32255.63
PO103682,2022-05-18,V1002,P2025,61,182.05,11105.11
PO114531,2022-05-18,V1010,P2035,38,237.42,9021.77
PO123099,2022-05-18,V1016,P2018,13,860.67,11188.75
PO121947,2022-05-18,V1010,P2035,48,260.08,12483.84
PO119109,2022-05-18,V1014,P2007,78,103.44,8068.22
PO122959,2022-05-18,V1003,P2011,44,63.8,2807.3
PO112406,2022-05-18,V1020,P2001,32,128.81,4121.82
PO120093,2022-05-18,V1022,P2009,44,75.6,3326.49
PO105730,2022-05-18,V1006,P2011,26,66.26,1722.7
PO113735,2022-05-18,V1000,P2016,64,1358.2,86924.57
PO111875,2022-05-19,V1001,P2020,44,21.52,946.7
PO121407,2022-05-19,V1004,P2025,9,178.49,1606.37
PO119782,2022-05-19,V1013,P2001,39,128.98,5030.33
PO120608,2022-05-19,V1016,P2011,24,60.47,1451.34
PO114948,2022-05-19,V1000,P2033,61,1138.36,69440.2
PO101461,2022-05-19,V1001,P2009,30,84.13,2523.78
PO111028,2022-05-19,V1003,P2034,56,929.98,52079.0
PO113008,2022-05-19,V1028,P2012,107,69.11,7394.51
PO112018,2022-05-19,V1013,P2030,18,103.89,1869.99
PO101147,2022-05-19,V1011,P2026,44,470.05,20682.39
PO111188,2022-05-19,V1013,P2033,33,1229.33,40567.97
PO108948,2022-05-19,V1000,P2011,87,68.55,5964.1
PO101900,2022-05-19,V1027,P2033,22,1221.24,26867.19
PO108818,2022-05-19,V1000,P2035,57,274.67,15655.97
PO115053,2022-05-19,V1002,P2011,45,61.98,2789.13
PO107923,2022-05-19,V1000,P2034,17,886.8,15075.65
PO119895,2022-05-19,V1009,P2006,63,76.59,4825.27
PO114564,2022-05-19,V1002,P2011,2,65.93,131.87
PO112059,2022-05-19,V1011,P2025,28,174.65,4890.26
PO115753,2022-05-19,V1000,P2018,6,957.95,5747.69
PO110958,2022-05-19,V1000,P2011,41,61.71,2530.0
PO115270,2022-05-19,V1017,P2009,23,79.48,1827.97
PO122450,2022-05-19,V1002,P2035,13,256.18,3330.36
PO110437,2022-05-20,V1027,P2012,24,66.41,1593.85
PO120203,2022-05-20,V1016,P2035,21,238.45,5007.54
PO109508,2022-05-20,V1001,P2024,15,66.97,1004.59
PO105573,2022-05-20,V1001,P2032,7,113.15,792.05
PO100455,2022-05-20,V1007,P2034,46,974.45,44824.65
PO109102,2022-05-20,V1002,P2035,25,266.65,6666.27
PO101524,2022-05-20,V1000,P2027,48,212.88,10218.01
PO112233,2022-05-20,V1000,P2007,74,106.88,7908.83
PO117429,2022-05-20,V1008,P2032,78,110.91,8650.95
PO105339,2022-05-20,V1017,P2035,35,236.62,8281.82
PO107920,2022-05-20,V1024,P2033,32,1101.67,35253.31
PO110003,2022-05-20,V1018,P2034,22,932.29,20510.35
PO115869,2022-05-20,V1000,P2034,45,949.08,42708.71
PO102886,2022-05-20,V1012,P2011,72,63.03,4538.1
PO111549,2022-05-20,V1001,P2011,21,67.98,1427.62
PO121185,2022-05-20,V1018,P2034,23,1002.0,23045.96
PO106274,2022-05-20,V1001,P2012,51,64.05,3266.76
PO115065,2022-05-20,V1000,P2033,13,1142.47,14852.09
PO103484,2022-05-20,V1002,P2007,75,109.9,8242.13
PO111280,2022-05-20,V1012,P2023,80,57.33,4586.13
PO111005,2022-05-20,V1005,P2020,31,20.3,629.36
PO113888,2022-05-20,V1023,P2011,36,69.57,2504.5
PO101155,2022-05-20,V1001,P2015,35,1087.76,38071.43
PO104767,2022-05-20,V1021,P2001,11,124.91,1373.99
PO100868,2022-05-20,V1001,P2001,11,124.63,1370.91
PO101136,2022-05-20,V1012,P2035,22,258.38,5684.42
PO112060,2022-05-20,V1023,P2034,23,864.5,19883.48
PO101491,2022-05-21,V1001,P2035,24,244.56,5869.49
PO107894,2022-05-21,V1002,P2034,43,946.42,40696.22
PO102699,2022-05-21,V1026,P2011,26,63.54,1652.14
PO108497,2022-05-21,V1000,P2033,33,1176.98,38840.19
PO121993,2022-05-21,V1026,P2014,20,1425.82,28516.38
PO108900,2022-05-21,V1004,P2003,51,356.3,18171.43
PO106785,2022-05-21,V1004,P2012,31,64.5,1999.59
PO110167,2022-05-21,V1014,P2008,37,37.04,1370.58
PO102244,2022-05-21,V1000,P2033,37,1273.77,47129.47
PO118788,2022-05-21,V1007,P2007,10,105.2,1052.03
PO110847,2022-05-21,V1018,P2001,42,115.88,4866.78
PO120612,2022-05-21,V1010,P2034,18,917.42,16513.62
PO105421,2022-05-21,V1002,P2017,39,1432.54,55869.12
PO103388,2022-05-21,V1018,P2035,32,271.38,8684.25
PO122384,2022-05-21,V1019,P2030,63,98.55,6208.34
PO107230,2022-05-21,V1001,P2009,43,82.68,3555.14
PO108878,2022-05-21,V1011,P2012,40,70.96,2838.25
PO105486,2022-05-21,V1020,P2007,36,118.09,4251.32
PO118685,2022-05-21,V1008,P2020,60,19.55,1172.92
PO112984,2022-05-21,V1001,P2001,52,126.64,6585.34
PO111907,2022-05-21,V1000,P2011,69,69.05,4764.48
PO111187,2022-05-21,V1000,P2011,77,68.81,5298.49
PO103900,2022-05-21,V1002,P2013,43,297.18,12778.93
PO117047,2022-05-22,V1000,P2035,46,255.08,11733.6
